row,cluster
BRWD1,cluster1
ATP13A3,cluster1
ZNF281,cluster1
TSPAN19,cluster1
TSPAN8,cluster1
PCTP,cluster1
TEX26,cluster1
FAM84A,cluster1
NEDD1,cluster1
NET1,cluster1
SLC25A48,cluster1
SRD5A2,cluster1
KBTBD11,cluster1
UHRF2,cluster1
RFFL,cluster1
FBXL4,cluster1
VPS4B,cluster1
CASP2,cluster1
L2HGDH,cluster1
RC3H1,cluster1
SLC12A6,cluster1
PIGR,cluster1
CYP4X1,cluster1
PRSS12,cluster1
PLA2G10,cluster1
ABCA4,cluster1
DZIP1,cluster1
USH1C,cluster1
SLC2A12,cluster1
STEAP2,cluster1
CLDN8,cluster1
ZNF134,cluster1
PTBP2,cluster1
WNK2,cluster1
ADH1C,cluster1
PITX1,cluster1
SLC30A1,cluster1
CA3,cluster1
KRT1,cluster1
U2AF1,cluster1
USPL1,cluster1
PITPNM3,cluster1
